SK_ID_CURR,TARGET
100001,0.07851457787440598
100005,0.13792630197016634
100013,0.08219366728496899
100028,0.0809213886278361
100038,0.13261834508574424
100042,0.0642788899034117
100057,0.09433683133307436
100065,0.10940564373594482
100066,0.055177261598506014
100067,0.09376299226533712
100074,0.08014846004854845
100090,0.12499391351185783
100091,0.11777333221849616
100092,0.11040157883329624
100106,0.1329654235139272
100107,0.10401559056510855
100109,0.11242653857633975
100117,0.09148151731919937
100128,0.07427608898476959
100141,0.10701244492427985
100150,0.0794027288542447
100168,0.06656196288494307
100169,0.0498499480566807
100170,0.09066166221266021
100171,0.10870960342899998
100172,0.134125372224078
100184,0.08360238453272094
100187,0.07128818304009936
100212,0.08778033539830861
100222,0.10285563007791758
100223,0.06377899792024684
100232,0.07493325716711599
100241,0.13571406758587057
100245,0.07874503798505499
100253,0.06694364930919185
100256,0.10193013461001474
100271,0.0670798257349684
100278,0.12066355260277097
100280,0.07317271376356511
100306,0.1416947109266052
100311,0.12069326241924408
100312,0.07154969387398444
100330,0.09059156333684275
100331,0.10630383691854249
100352,0.09681152061599725
100358,0.1163630214037569
100367,0.10020384345065156
100382,0.08544326116360712
100384,0.07919626257685275
100385,0.10196396511609387
100386,0.08524628502173486
100399,0.07867233895163774
100404,0.07733338551188837
100416,0.07096329648561539
100422,0.14248495482377388
100426,0.08738176587866787
100438,0.07348930599286792
100444,0.10463307840228699
100445,0.12496608904781814
100446,0.10627431767136354
100447,0.07447004622119248
100450,0.08355084580690963
100466,0.09756708720259193
100483,0.0776285434421422
100484,0.061464754346851135
100494,0.09154364950616306
100510,0.12349584102989944
100512,0.07063895845797519
100517,0.0801322602408793
100548,0.06575272831721082
100551,0.08072915030545169
100552,0.12998619987392618
100553,0.0884689058674359
100561,0.10011003013351134
100568,0.13715969974616343
100569,0.06974983477029138
100591,0.10395226953106355
100592,0.060967992158847656
100602,0.09618246287266623
100607,0.09462527240589567
100613,0.09349040024138205
100617,0.07487339990262402
100618,0.1061499733945741
100622,0.15270556055117296
100625,0.10453720502974063
100677,0.09375310022484977
100699,0.08868131435932973
100702,0.14406571178896763
100711,0.07706757238564456
100729,0.14679971726712354
100740,0.11863686650737354
100744,0.11138944917241389
100745,0.10301142266730352
100747,0.10480969818799245
100751,0.11374527621049016
100752,0.09457519066442648
100753,0.14729557199901713
100754,0.11629086883724041
100760,0.11381924062132394
100762,0.10136727365092912
100763,0.08537564460786652
100765,0.08632217964452824
100770,0.09722834538611186
100772,0.08489027626381171
100777,0.08957163962014429
100791,0.07520951621606606
100792,0.07280491805239943
100797,0.10048565255945707
100823,0.1021078477792163
100826,0.10470923551963618
100830,0.07406567008073818
100836,0.12634465185116955
100872,0.09123938406426552
100910,0.09687499464681243
100913,0.07489594294919058
100918,0.09338803411545225
100931,0.06796061447376193
100952,0.1191097531120807
100953,0.08775827311995651
100965,0.11418482871941381
100970,0.08791019665544506
100982,0.11352710045345257
100983,0.09721313552590305
100984,0.07369868432161171
100987,0.11925665662643442
100997,0.08488546372461367
100998,0.12889214814275315
101002,0.11222872042388927
101005,0.13507867408795812
101008,0.1304084017360702
101020,0.11217724836861376
101021,0.10918332691135346
101024,0.08559699901381064
101025,0.13555413329527286
101026,0.09460372373536428
101031,0.08643991657314322
101041,0.07196555138215309
101051,0.06084172595282646
101055,0.10093784264432654
101056,0.11301411231110639
101057,0.10870202471412033
101064,0.0798791347929252
101079,0.09646192152587116
101087,0.09189385855184813
101090,0.07022356737653583
101092,0.09477032274660276
101097,0.11252698825880075
101099,0.06863094949956017
101107,0.10756116724353021
101118,0.10778678622410294
101125,0.09701928635846566
101126,0.08049437348899255
101128,0.1188059387981357
101136,0.12276711481296429
101140,0.10601567418611217
101149,0.08372514749200145
101160,0.08166389601861045
101169,0.13323821462593055
101181,0.08685775101115388
